employee_id,first_name,last_name,age,gender,department,job_title,education,experience_years,salary,attrition,attrition_date,hire_date,technical_background,performance_rating,work_life_balance,overtime,travel_frequently,training_times_last_year
217,Employee217,LastName217,46,Male,HR,HR Coordinator,Bachelor,3,95164,Yes,2014-06-10,2012-04-19,No,2,2,Yes,Yes,9
218,Employee218,LastName218,50,Male,Marketing,Content Manager,Master,12,125750,No,,2014-10-12,No,4,2,Yes,Yes,2
219,Employee219,LastName219,59,Male,Operations,Production Manager,Bachelor,13,77477,No,,2017-11-19,No,3,1,Yes,No,0
220,Employee220,LastName220,35,Female,Operations,Logistics Manager,Master,17,129694,No,,2023-08-12,No,1,2,No,No,1
221,Employee221,LastName221,62,Female,IT,DevOps Engineer,Master,20,62299,No,,2011-08-05,Yes,4,5,No,No,8
222,Employee222,LastName222,52,Male,Marketing,Marketing Specialist,Master,3,73277,No,,2010-05-17,No,1,1,No,No,10
223,Employee223,LastName223,49,Female,Marketing,Product Manager,PhD,13,65012,No,,2011-11-07,No,3,1,No,Yes,8
224,Employee224,LastName224,56,Male,IT,DevOps Engineer,PhD,11,102342,No,,2018-10-06,Yes,2,1,Yes,Yes,6
225,Employee225,LastName225,61,Female,HR,HR Specialist,Bachelor,20,46660,No,,2011-03-27,No,2,1,Yes,No,5
226,Employee226,LastName226,32,Female,Sales,Sales Director,PhD,12,60473,No,,2012-11-05,No,1,3,No,No,8
227,Employee227,LastName227,58,Female,HR,HR Coordinator,Bachelor,3,110484,No,,2021-02-16,No,5,2,No,Yes,4
228,Employee228,LastName228,58,Male,Operations,Operations Manager,Bachelor,4,46610,No,,2015-02-15,No,2,1,No,No,6
229,Employee229,LastName229,24,Male,IT,Backend Developer,Master,18,80554,Yes,2020-11-17,2019-05-29,No,1,5,No,Yes,8
230,Employee230,LastName230,33,Male,Marketing,Digital Marketing Specialist,Bachelor,8,105960,No,,2021-07-27,No,3,3,No,Yes,8
231,Employee231,LastName231,45,Male,Finance,Financial Manager,PhD,7,126620,No,,2016-07-16,No,2,4,No,No,3
232,Employee232,LastName232,31,Male,Marketing,Brand Manager,PhD,1,135893,Yes,2022-04-26,2019-03-14,No,1,3,Yes,No,4
233,Employee233,LastName233,55,Male,HR,HR Manager,Bachelor,8,138277,No,,2019-06-02,No,3,1,Yes,Yes,8
234,Employee234,LastName234,51,Female,Finance,Senior Analyst,Bachelor,3,122580,Yes,2023-11-09,2023-01-10,No,5,1,No,Yes,3
235,Employee235,LastName235,42,Female,R&D,Senior Engineer,Bachelor,13,62840,Yes,2018-12-03,2017-04-26,Yes,5,1,Yes,Yes,2
236,Employee236,LastName236,42,Female,Finance,Accountant,Master,14,85410,No,,2012-09-16,No,4,3,Yes,Yes,2
237,Employee237,LastName237,60,Female,Operations,Production Manager,Bachelor,2,56955,No,,2014-10-28,No,2,3,No,Yes,10
238,Employee238,LastName238,33,Female,R&D,Senior Engineer,Master,1,58357,No,,2019-01-26,Yes,2,1,Yes,Yes,3
239,Employee239,LastName239,47,Male,IT,Software Engineer,Bachelor,12,53450,No,,2011-11-20,No,2,4,Yes,Yes,5
240,Employee240,LastName240,51,Male,HR,Recruiter,PhD,2,96773,No,,2013-10-08,No,4,1,No,No,2
241,Employee241,LastName241,33,Male,R&D,Research Director,PhD,9,83680,Yes,2017-03-11,2016-04-11,Yes,4,4,No,Yes,1
242,Employee242,LastName242,30,Female,R&D,Research Manager,Bachelor,14,95134,No,,2014-06-22,Yes,3,4,No,No,9
243,Employee243,LastName243,46,Female,Sales,Sales Representative,Bachelor,9,147044,Yes,2017-06-18,2014-01-13,No,3,1,No,No,9
244,Employee244,LastName244,28,Male,IT,Data Analyst,PhD,8,149515,No,,2015-05-30,Yes,4,3,Yes,Yes,3
245,Employee245,LastName245,44,Female,Sales,Sales Director,PhD,19,118873,No,,2010-08-20,No,2,5,Yes,No,8
246,Employee246,LastName246,53,Male,R&D,Research Scientist,PhD,2,107650,Yes,2015-06-25,2012-01-10,Yes,1,3,Yes,Yes,5
247,Employee247,LastName247,42,Male,Marketing,Content Manager,Bachelor,2,113982,Yes,2014-07-11,2010-06-29,No,3,1,No,No,9
248,Employee248,LastName248,41,Female,HR,Recruiter,PhD,11,108858,No,,2013-01-22,No,3,2,No,Yes,10
249,Employee249,LastName249,46,Male,Sales,Sales Manager,PhD,10,120082,Yes,2020-10-09,2016-08-09,No,4,5,Yes,Yes,9
250,Employee250,LastName250,62,Male,R&D,Tech Lead,PhD,19,55198,No,,2012-05-02,Yes,2,3,No,Yes,10
251,Employee251,LastName251,50,Female,HR,HR Manager,Master,1,78640,No,,2015-12-13,No,1,1,Yes,No,7
252,Employee252,LastName252,32,Female,Marketing,Brand Manager,PhD,14,94197,No,,2021-01-22,No,1,4,Yes,Yes,7
253,Employee253,LastName253,40,Male,HR,HR Manager,Bachelor,1,89801,No,,2017-02-23,No,2,4,Yes,Yes,8
254,Employee254,LastName254,60,Female,HR,Recruiter,PhD,20,66626,No,,2020-10-29,No,5,4,Yes,Yes,1
255,Employee255,LastName255,34,Male,R&D,Senior Scientist,Master,14,76135,No,,2022-06-06,No,1,1,No,No,2
256,Employee256,LastName256,22,Female,HR,Training Specialist,Master,14,71171,No,,2011-12-19,No,1,1,Yes,Yes,10
257,Employee257,LastName257,52,Male,R&D,Principal Scientist,PhD,4,79734,No,,2016-12-01,No,1,5,No,Yes,5
258,Employee258,LastName258,33,Female,Finance,Senior Analyst,Master,15,74654,No,,2011-01-01,No,3,5,Yes,Yes,10
259,Employee259,LastName259,64,Male,HR,Training Specialist,Bachelor,12,117561,No,,2022-02-22,No,1,4,No,No,9
260,Employee260,LastName260,41,Female,IT,QA Engineer,PhD,3,112740,No,,2018-11-09,Yes,5,5,Yes,Yes,7
261,Employee261,LastName261,35,Male,IT,Data Analyst,PhD,7,64382,Yes,2013-05-08,2012-10-30,No,5,3,No,Yes,1
262,Employee262,LastName262,57,Female,Finance,Financial Analyst,PhD,11,126665,No,,2016-03-12,No,5,5,No,Yes,6
263,Employee263,LastName263,58,Male,IT,Software Engineer,PhD,19,147176,No,,2023-01-26,Yes,1,3,No,No,4
264,Employee264,LastName264,58,Female,Finance,Senior Analyst,Bachelor,20,126034,Yes,2022-03-28,2020-08-11,No,5,4,Yes,No,5
265,Employee265,LastName265,25,Male,Marketing,Marketing Specialist,Master,16,149025,No,,2016-01-10,No,3,3,No,No,10
266,Employee266,LastName266,30,Male,HR,HR Coordinator,Master,10,140525,No,,2019-12-09,No,4,5,Yes,Yes,7
267,Employee267,LastName267,53,Female,IT,Software Engineer,Master,17,138004,No,,2018-05-22,Yes,5,4,Yes,Yes,2
268,Employee268,LastName268,25,Male,IT,Backend Developer,Bachelor,8,80910,No,,2010-09-28,No,3,4,No,Yes,10
269,Employee269,LastName269,45,Male,HR,Recruiter,PhD,16,117264,No,,2023-04-29,No,3,3,Yes,No,1
270,Employee270,LastName270,46,Male,R&D,Research Director,PhD,2,74505,No,,2013-08-27,Yes,2,3,No,Yes,10
271,Employee271,LastName271,30,Female,HR,HR Specialist,Master,6,124736,No,,2023-06-26,No,3,3,No,No,5
272,Employee272,LastName272,35,Female,Finance,Budget Analyst,Master,15,121609,No,,2016-10-11,No,1,1,No,No,4
273,Employee273,LastName273,52,Male,Marketing,Brand Manager,Master,3,79229,No,,2017-07-17,No,3,2,Yes,Yes,0
274,Employee274,LastName274,64,Female,Operations,Logistics Manager,Master,11,79003,No,,2013-02-20,No,4,4,No,Yes,9
275,Employee275,LastName275,43,Male,Marketing,Digital Marketing Specialist,PhD,8,91988,No,,2021-12-28,No,5,3,Yes,Yes,4
276,Employee276,LastName276,30,Female,HR,HR Specialist,PhD,9,88992,No,,2022-07-16,No,1,2,No,Yes,4
277,Employee277,LastName277,45,Female,Finance,Financial Analyst,Master,9,52035,No,,2023-02-18,No,5,5,Yes,No,3
278,Employee278,LastName278,65,Male,Sales,Sales Manager,Bachelor,13,63004,No,,2021-11-19,No,2,3,No,No,2
279,Employee279,LastName279,27,Male,R&D,Tech Lead,PhD,16,52603,No,,2017-06-17,Yes,1,4,No,Yes,2
280,Employee280,LastName280,53,Male,Sales,Account Manager,Master,3,101233,No,,2012-11-26,No,4,4,Yes,Yes,8
281,Employee281,LastName281,22,Female,IT,Backend Developer,PhD,11,77613,Yes,2025-10-14,2021-11-29,Yes,2,3,No,Yes,1
282,Employee282,LastName282,32,Female,Finance,Financial Manager,Master,3,140398,No,,2011-01-10,No,5,5,No,No,10
283,Employee283,LastName283,53,Female,IT,Software Engineer,Bachelor,12,74402,Yes,2019-05-24,2014-03-24,No,2,2,Yes,Yes,1
284,Employee284,LastName284,46,Male,R&D,Senior Engineer,PhD,9,47587,No,,2021-12-29,Yes,1,1,No,No,6
285,Employee285,LastName285,52,Female,HR,HR Manager,Master,5,100164,No,,2014-08-11,No,1,5,No,Yes,6
286,Employee286,LastName286,54,Male,Operations,Operations Manager,Master,20,71037,No,,2012-08-22,No,5,2,No,Yes,5
287,Employee287,LastName287,40,Female,Marketing,Content Manager,PhD,6,108001,No,,2010-11-19,No,3,2,Yes,Yes,10
288,Employee288,LastName288,58,Male,HR,Training Specialist,Bachelor,16,139838,No,,2013-05-06,No,1,3,Yes,No,4
289,Employee289,LastName289,25,Female,R&D,Tech Lead,PhD,4,85987,No,,2013-12-02,No,4,1,Yes,Yes,0
290,Employee290,LastName290,64,Male,Operations,Logistics Manager,PhD,6,80167,No,,2017-05-16,No,1,3,No,Yes,1
291,Employee291,LastName291,51,Female,Finance,Senior Analyst,Master,9,130045,No,,2018-08-26,No,2,1,Yes,Yes,2
292,Employee292,LastName292,59,Female,HR,HR Specialist,PhD,16,94774,No,,2022-10-05,No,3,5,Yes,Yes,7
293,Employee293,LastName293,48,Male,Finance,Financial Manager,Bachelor,15,137349,Yes,2014-10-14,2011-01-12,No,5,5,Yes,No,8
294,Employee294,LastName294,49,Male,Sales,Account Manager,Bachelor,8,118183,No,,2020-10-22,No,5,1,Yes,Yes,8
295,Employee295,LastName295,53,Female,Operations,Production Manager,Bachelor,6,88371,No,,2011-09-06,No,3,1,Yes,No,6
296,Employee296,LastName296,27,Male,Operations,Logistics Manager,Bachelor,15,110333,No,,2019-12-18,No,4,3,Yes,No,10
297,Employee297,LastName297,47,Male,HR,HR Manager,Bachelor,14,148780,No,,2010-10-21,No,5,5,No,Yes,10
298,Employee298,LastName298,43,Female,Marketing,Digital Marketing Specialist,Master,12,118420,No,,2011-03-21,No,5,5,No,No,7
299,Employee299,LastName299,64,Male,HR,HR Coordinator,PhD,8,113417,No,,2010-01-18,No,3,1,Yes,Yes,7
300,Employee300,LastName300,28,Female,IT,Data Analyst,Master,9,147422,Yes,2019-09-10,2014-05-24,No,2,3,Yes,No,0
301,Employee301,LastName301,50,Male,Marketing,Content Manager,Master,15,45568,No,,2023-03-21,No,5,1,No,No,8
302,Employee302,LastName302,59,Male,Operations,Production Manager,PhD,6,95418,Yes,2016-08-24,2012-11-17,No,4,5,Yes,No,6
303,Employee303,LastName303,50,Female,R&D,Research Manager,Master,5,138306,Yes,2017-02-07,2013-02-05,No,5,2,Yes,Yes,9
304,Employee304,LastName304,65,Female,Marketing,Content Manager,PhD,12,116105,No,,2012-12-22,No,3,1,No,No,9
305,Employee305,LastName305,65,Female,Sales,Account Manager,Bachelor,18,113515,No,,2016-05-31,No,1,1,No,Yes,0
306,Employee306,LastName306,34,Male,Marketing,Brand Manager,Bachelor,9,53130,No,,2013-08-11,No,3,2,Yes,No,7
307,Employee307,LastName307,63,Male,HR,HR Coordinator,PhD,18,132096,No,,2018-09-21,No,1,4,No,No,10
308,Employee308,LastName308,22,Male,R&D,Research Director,PhD,9,137357,No,,2014-07-22,No,3,5,Yes,Yes,4
309,Employee309,LastName309,65,Male,Finance,Budget Analyst,Bachelor,3,94440,No,,2014-03-12,No,1,4,No,No,2
310,Employee310,LastName310,22,Female,IT,Software Engineer,Bachelor,11,87287,No,,2020-06-17,Yes,5,1,No,No,9
311,Employee311,LastName311,26,Female,Sales,Sales Representative,PhD,11,53936,No,,2021-10-14,No,5,2,No,No,1
312,Employee312,LastName312,35,Male,R&D,Research Manager,PhD,11,46153,Yes,2018-09-25,2017-06-05,No,1,3,No,Yes,10
313,Employee313,LastName313,24,Male,Sales,Sales Manager,Master,11,78631,No,,2018-07-22,No,5,3,Yes,No,8
314,Employee314,LastName314,53,Female,Operations,Supply Chain Manager,Master,2,112357,No,,2016-08-25,No,1,1,Yes,Yes,10
315,Employee315,LastName315,64,Male,HR,HR Specialist,PhD,7,137109,No,,2019-07-08,No,4,1,Yes,Yes,7
316,Employee316,LastName316,24,Female,Marketing,Brand Manager,PhD,3,54232,Yes,2016-03-06,2011-08-24,No,5,2,No,No,6
317,Employee317,LastName317,49,Female,Finance,Financial Analyst,PhD,11,45773,No,,2010-05-19,No,5,1,Yes,Yes,5
318,Employee318,LastName318,40,Male,Sales,Account Manager,Master,10,96788,Yes,2027-12-23,2023-08-09,No,1,4,Yes,Yes,2
319,Employee319,LastName319,56,Female,Marketing,Brand Manager,Bachelor,10,117551,No,,2013-03-26,No,5,2,Yes,Yes,0
320,Employee320,LastName320,56,Female,Sales,Sales Director,Bachelor,18,99087,No,,2011-11-29,No,5,2,Yes,Yes,3
321,Employee321,LastName321,34,Female,Sales,Sales Manager,PhD,4,105458,No,,2014-01-25,No,5,1,No,Yes,4
322,Employee322,LastName322,59,Male,HR,HR Specialist,Bachelor,16,82373,No,,2017-06-03,No,5,1,Yes,No,7
323,Employee323,LastName323,61,Female,Finance,Financial Manager,Master,10,101139,Yes,2026-05-12,2023-02-07,No,2,1,No,Yes,3
324,Employee324,LastName324,39,Female,Marketing,Brand Manager,Master,12,105666,No,,2013-01-05,No,4,3,No,No,8
325,Employee325,LastName325,63,Male,HR,HR Specialist,PhD,20,70746,No,,2011-11-03,No,3,1,Yes,Yes,8
326,Employee326,LastName326,59,Male,Marketing,Content Manager,Bachelor,19,117298,No,,2019-02-01,No,3,5,No,Yes,5
327,Employee327,LastName327,59,Male,Finance,Budget Analyst,Bachelor,10,97007,No,,2013-01-01,No,3,5,Yes,Yes,9
328,Employee328,LastName328,54,Male,Marketing,Product Manager,PhD,5,64162,Yes,2023-04-07,2020-01-04,No,4,3,Yes,Yes,7
329,Employee329,LastName329,38,Male,IT,Full Stack Developer,Master,12,104591,Yes,2016-06-28,2015-04-02,No,1,1,No,Yes,8
330,Employee330,LastName330,38,Female,Marketing,Digital Marketing Specialist,PhD,19,94613,No,,2022-03-18,No,3,5,Yes,No,6
331,Employee331,LastName331,44,Female,IT,QA Engineer,Bachelor,12,102658,No,,2020-12-02,Yes,2,2,Yes,No,3
332,Employee332,LastName332,32,Male,IT,Backend Developer,Bachelor,12,99344,No,,2023-07-03,Yes,3,1,No,No,7
333,Employee333,LastName333,63,Male,IT,QA Engineer,PhD,14,66119,No,,2010-07-03,Yes,2,5,Yes,Yes,0
334,Employee334,LastName334,33,Female,IT,Backend Developer,PhD,17,131736,No,,2019-02-04,Yes,3,1,Yes,No,9
335,Employee335,LastName335,32,Female,Finance,Budget Analyst,Bachelor,8,126685,No,,2019-03-20,No,5,3,Yes,No,7
336,Employee336,LastName336,36,Male,Sales,Sales Representative,PhD,13,111107,Yes,2018-10-26,2018-08-24,No,4,2,Yes,Yes,7
337,Employee337,LastName337,56,Male,Sales,Sales Representative,PhD,17,115685,Yes,2016-05-31,2012-08-20,No,1,4,No,No,0
338,Employee338,LastName338,36,Female,Marketing,Product Manager,Bachelor,16,100769,No,,2018-07-21,No,2,3,No,Yes,1
339,Employee339,LastName339,38,Female,R&D,Research Manager,Bachelor,7,113126,No,,2010-02-14,Yes,1,4,Yes,No,6
340,Employee340,LastName340,31,Male,R&D,Tech Lead,PhD,14,81118,Yes,2028-01-02,2023-02-17,No,4,2,No,No,2
341,Employee341,LastName341,38,Female,R&D,Principal Engineer,PhD,10,60608,Yes,2026-12-29,2022-12-16,No,2,4,Yes,Yes,3
342,Employee342,LastName342,43,Female,Sales,Sales Manager,Bachelor,18,64048,Yes,2014-10-25,2011-03-03,No,4,5,No,Yes,1
343,Employee343,LastName343,45,Male,R&D,Research Manager,Master,3,138271,Yes,2025-11-24,2023-08-30,No,5,1,Yes,No,7
344,Employee344,LastName344,64,Male,HR,Training Specialist,PhD,17,112608,No,,2016-05-31,No,2,5,Yes,Yes,5
345,Employee345,LastName345,32,Male,IT,Backend Developer,Master,3,98143,No,,2016-03-10,No,5,2,Yes,Yes,1
346,Employee346,LastName346,57,Female,Sales,Sales Director,Bachelor,19,124477,No,,2017-10-22,No,2,4,No,Yes,4
347,Employee347,LastName347,54,Female,IT,Software Engineer,PhD,4,78776,Yes,2024-04-05,2022-07-13,No,5,5,No,No,6
348,Employee348,LastName348,37,Female,Sales,Sales Manager,Master,11,60239,No,,2020-04-16,No,3,1,No,Yes,10
349,Employee349,LastName349,42,Male,Marketing,Marketing Specialist,PhD,14,79517,No,,2017-12-02,No,2,3,Yes,No,10
350,Employee350,LastName350,26,Female,Marketing,Brand Manager,Bachelor,18,120197,No,,2014-01-02,No,3,2,Yes,No,3
351,Employee351,LastName351,38,Male,IT,Data Analyst,Bachelor,7,60712,Yes,2016-08-15,2015-02-21,No,1,4,Yes,Yes,7
352,Employee352,LastName352,53,Female,R&D,Senior Research Scientist,Bachelor,19,143326,Yes,2020-07-12,2016-02-29,No,5,2,Yes,No,7
353,Employee353,LastName353,54,Male,Sales,Sales Representative,Master,12,60776,No,,2018-10-31,No,5,4,No,Yes,0
354,Employee354,LastName354,46,Male,Marketing,Product Manager,Master,19,69530,No,,2012-04-05,No,5,3,Yes,No,7
355,Employee355,LastName355,45,Female,Sales,Account Manager,PhD,6,143591,No,,2021-03-09,No,3,3,No,No,7
356,Employee356,LastName356,58,Male,IT,QA Engineer,Master,8,94923,No,,2012-03-29,Yes,2,2,Yes,No,0
357,Employee357,LastName357,53,Female,IT,Full Stack Developer,Master,5,77895,No,,2021-08-06,No,5,5,Yes,No,1
358,Employee358,LastName358,25,Male,Marketing,Marketing Specialist,Master,7,142595,No,,2015-09-15,No,3,3,No,No,8
359,Employee359,LastName359,44,Female,Sales,Sales Representative,PhD,1,120483,Yes,2024-03-07,2019-03-28,No,5,2,No,No,5
360,Employee360,LastName360,50,Female,Marketing,Digital Marketing Specialist,PhD,3,63985,No,,2018-07-19,No,2,3,No,No,1
361,Employee361,LastName361,43,Male,HR,HR Coordinator,PhD,8,80058,No,,2017-01-12,No,5,4,No,No,5
362,Employee362,LastName362,48,Female,Marketing,Content Manager,PhD,6,75753,No,,2014-02-15,No,3,1,Yes,Yes,6
363,Employee363,LastName363,26,Male,HR,Recruiter,PhD,16,145269,Yes,2026-09-14,2022-04-20,No,1,1,No,Yes,1
364,Employee364,LastName364,41,Female,Marketing,Digital Marketing Specialist,PhD,8,61569,No,,2015-07-20,No,2,5,Yes,Yes,0
365,Employee365,LastName365,42,Female,Marketing,Product Manager,Master,16,116898,No,,2020-06-24,No,4,2,Yes,No,10
366,Employee366,LastName366,55,Female,Marketing,Digital Marketing Specialist,PhD,18,74770,No,,2016-12-11,No,1,4,No,No,6
367,Employee367,LastName367,41,Male,R&D,Tech Lead,Master,1,106498,Yes,2014-05-02,2010-01-01,Yes,5,1,No,No,4
368,Employee368,LastName368,40,Female,HR,Training Specialist,Master,20,69716,No,,2015-03-10,No,4,5,No,No,3
369,Employee369,LastName369,46,Female,IT,QA Engineer,PhD,8,135954,Yes,2019-06-27,2015-11-25,Yes,3,3,No,No,3
370,Employee370,LastName370,33,Male,Operations,Logistics Manager,Master,5,136812,Yes,2019-02-17,2016-06-30,No,5,4,Yes,No,0
371,Employee371,LastName371,56,Male,IT,DevOps Engineer,Bachelor,1,138742,No,,2014-03-04,No,4,1,Yes,Yes,2
372,Employee372,LastName372,35,Female,HR,Recruiter,Master,11,105776,No,,2019-06-05,No,1,3,Yes,Yes,0
373,Employee373,LastName373,26,Female,R&D,Senior Research Scientist,Bachelor,18,60985,Yes,2025-08-25,2020-07-18,No,2,4,No,Yes,0
374,Employee374,LastName374,28,Female,IT,DevOps Engineer,Bachelor,17,127465,No,,2014-09-04,No,1,5,Yes,No,7
375,Employee375,LastName375,34,Female,Marketing,Content Manager,Bachelor,12,75928,No,,2011-03-03,No,4,3,Yes,Yes,4
376,Employee376,LastName376,47,Male,Sales,Account Manager,PhD,8,123146,No,,2010-03-15,No,2,3,Yes,Yes,2
377,Employee377,LastName377,65,Male,Finance,Financial Analyst,Bachelor,20,91598,No,,2017-08-04,No,2,5,Yes,Yes,7
378,Employee378,LastName378,57,Female,IT,Backend Developer,Master,12,91945,No,,2019-11-03,Yes,2,3,Yes,No,7
379,Employee379,LastName379,56,Female,Sales,Sales Director,Master,16,140997,No,,2014-04-04,No,4,3,Yes,Yes,8
380,Employee380,LastName380,40,Female,IT,Backend Developer,PhD,9,94681,No,,2022-02-23,Yes,2,1,No,Yes,5
381,Employee381,LastName381,64,Male,Marketing,Digital Marketing Specialist,PhD,18,65202,No,,2018-09-10,No,5,3,No,No,10
382,Employee382,LastName382,28,Male,R&D,Principal Engineer,Bachelor,17,71486,Yes,2016-11-01,2011-07-01,Yes,1,4,Yes,Yes,0
383,Employee383,LastName383,64,Female,Sales,Sales Director,Bachelor,16,93018,No,,2021-10-17,No,2,5,Yes,Yes,3
384,Employee384,LastName384,27,Female,Marketing,Digital Marketing Specialist,Master,15,149103,No,,2011-05-13,No,1,5,No,Yes,1
385,Employee385,LastName385,26,Female,Operations,Supply Chain Manager,PhD,7,95506,Yes,2025-10-19,2021-08-26,No,2,2,Yes,Yes,8
386,Employee386,LastName386,28,Female,Marketing,Digital Marketing Specialist,Bachelor,19,66864,No,,2018-01-11,No,2,5,No,No,10
387,Employee387,LastName387,44,Female,IT,DevOps Engineer,Master,11,145163,No,,2022-05-04,No,4,3,Yes,Yes,6
388,Employee388,LastName388,45,Female,Operations,Operations Manager,PhD,15,49543,No,,2020-01-14,No,3,5,Yes,Yes,4
389,Employee389,LastName389,36,Female,HR,HR Coordinator,PhD,7,112013,Yes,2021-10-02,2017-01-23,No,5,5,Yes,Yes,0
390,Employee390,LastName390,31,Female,Finance,Budget Analyst,Bachelor,5,75539,No,,2015-12-11,No,3,3,Yes,No,9
391,Employee391,LastName391,42,Male,IT,QA Engineer,PhD,16,84373,No,,2013-11-17,Yes,1,5,No,Yes,0
392,Employee392,LastName392,44,Female,Operations,Operations Manager,Bachelor,14,142999,No,,2019-05-06,No,5,1,No,Yes,4
393,Employee393,LastName393,42,Male,Sales,Sales Representative,Bachelor,18,51621,Yes,2025-07-26,2022-09-02,No,4,4,Yes,Yes,6
394,Employee394,LastName394,31,Female,R&D,Research Manager,Master,5,79413,Yes,2020-10-28,2017-07-16,Yes,1,4,No,Yes,2
395,Employee395,LastName395,53,Male,Finance,Budget Analyst,PhD,13,113714,No,,2022-10-25,No,2,2,Yes,No,6
396,Employee396,LastName396,29,Male,R&D,Tech Lead,PhD,14,130905,Yes,2020-08-25,2019-07-02,No,1,3,Yes,No,9
397,Employee397,LastName397,61,Female,Operations,Supply Chain Manager,Bachelor,5,134831,Yes,2024-07-19,2019-11-18,No,3,2,Yes,Yes,0
398,Employee398,LastName398,40,Male,IT,DevOps Engineer,Master,1,106759,No,,2017-09-13,Yes,1,3,Yes,Yes,3
399,Employee399,LastName399,57,Female,Sales,Sales Manager,Master,16,121415,No,,2013-03-03,No,5,1,No,Yes,0
400,Employee400,LastName400,61,Male,R&D,Senior Engineer,Master,9,131556,Yes,2016-07-27,2011-03-11,Yes,3,3,Yes,Yes,4
401,Employee401,LastName401,36,Female,Operations,Operations Manager,Master,13,108525,No,,2021-05-28,No,5,5,Yes,Yes,3
402,Employee402,LastName402,57,Female,Sales,Sales Director,Master,1,109216,No,,2010-11-22,No,4,2,Yes,No,10
403,Employee403,LastName403,62,Female,R&D,Research Scientist,PhD,10,78774,No,,2015-04-19,No,4,1,No,Yes,2
404,Employee404,LastName404,64,Female,R&D,Senior Research Scientist,Bachelor,5,120090,No,,2011-12-21,Yes,2,4,No,No,7
405,Employee405,LastName405,35,Male,Sales,Sales Representative,Bachelor,5,85501,No,,2023-01-12,No,5,2,No,Yes,10
406,Employee406,LastName406,42,Male,Sales,Sales Manager,Bachelor,3,86628,No,,2022-07-02,No,2,1,No,No,6
407,Employee407,LastName407,62,Female,R&D,Principal Engineer,Bachelor,9,48433,No,,2013-05-29,Yes,5,5,No,Yes,9
408,Employee408,LastName408,65,Male,IT,Data Analyst,PhD,1,124260,Yes,2022-07-07,2018-01-22,No,4,3,Yes,No,7
409,Employee409,LastName409,32,Male,Finance,Financial Analyst,Master,7,99138,Yes,2019-06-11,2015-01-28,No,2,2,Yes,Yes,2
410,Employee410,LastName410,42,Female,Finance,Financial Analyst,PhD,15,141381,No,,2015-07-15,No,4,3,No,Yes,8
411,Employee411,LastName411,51,Female,HR,Recruiter,PhD,2,50144,No,,2015-07-06,No,5,4,Yes,Yes,4
412,Employee412,LastName412,41,Female,Finance,Budget Analyst,Bachelor,10,135433,Yes,2022-01-29,2020-05-07,No,5,2,No,No,1
413,Employee413,LastName413,33,Male,Marketing,Brand Manager,Master,19,48265,Yes,2024-08-27,2022-04-04,No,2,4,Yes,No,1
414,Employee414,LastName414,63,Female,R&D,Tech Lead,Bachelor,6,113657,Yes,2016-10-24,2012-10-09,No,4,5,Yes,No,8
415,Employee415,LastName415,32,Male,Finance,Accountant,Bachelor,11,63953,No,,2022-09-07,No,2,1,No,No,4
416,Employee416,LastName416,40,Female,Marketing,Content Manager,Bachelor,6,126600,No,,2012-08-21,No,3,1,No,No,7
417,Employee417,LastName417,60,Male,Sales,Account Manager,Master,16,98759,No,,2015-05-03,No,4,1,Yes,Yes,8
418,Employee418,LastName418,25,Male,R&D,Principal Engineer,Bachelor,6,132424,Yes,2015-05-13,2013-04-29,Yes,5,5,No,No,1
419,Employee419,LastName419,48,Male,HR,Training Specialist,PhD,6,135638,No,,2013-08-14,No,5,5,Yes,No,9
420,Employee420,LastName420,27,Male,R&D,Senior Research Scientist,PhD,10,53509,Yes,2019-06-13,2017-03-29,Yes,3,4,Yes,Yes,4
421,Employee421,LastName421,55,Female,R&D,Research Manager,Bachelor,7,108394,No,,2014-09-09,Yes,5,3,No,No,4
422,Employee422,LastName422,30,Female,Sales,Account Manager,Master,20,68580,No,,2022-08-15,No,5,2,No,Yes,0
423,Employee423,LastName423,51,Male,HR,Recruiter,Master,4,50962,No,,2014-08-26,No,3,3,Yes,Yes,10
424,Employee424,LastName424,38,Female,IT,Software Engineer,Bachelor,3,134893,No,,2016-11-26,No,3,3,No,Yes,2
425,Employee425,LastName425,43,Female,IT,Full Stack Developer,Bachelor,16,127208,No,,2020-08-23,Yes,4,5,No,No,6
426,Employee426,LastName426,55,Male,Marketing,Brand Manager,PhD,10,115239,No,,2022-09-03,No,1,2,No,No,1
427,Employee427,LastName427,23,Female,IT,QA Engineer,PhD,11,96061,No,,2018-06-01,Yes,2,5,Yes,No,5
428,Employee428,LastName428,39,Male,Marketing,Content Manager,Master,14,104232,No,,2011-12-13,No,3,2,No,Yes,1
429,Employee429,LastName429,34,Male,R&D,Research Manager,Bachelor,3,69931,Yes,2024-07-07,2019-12-15,No,3,4,No,No,2
430,Employee430,LastName430,55,Male,Operations,Logistics Manager,Master,5,138543,No,,2014-08-08,No,5,1,Yes,No,0
431,Employee431,LastName431,43,Male,Marketing,Brand Manager,Bachelor,15,120701,Yes,2015-05-31,2011-01-13,No,3,2,No,Yes,3
432,Employee432,LastName432,56,Female,R&D,Principal Engineer,Bachelor,11,80866,No,,2019-11-23,No,1,1,Yes,Yes,8
